gap,addr,rxtx,subaddr,count,data
26.4,7,TRUE,30,2,fd827575
27.8,4,FALSE,16,9,c3c43f1a25bdacb0f47a67c1504f691a21fa
11.7,4,FALSE,30,2,2e2cfba0
11.7,4,TRUE,19,16,8eb95493703741cce051d21922cf531066952bfdcd57a9a572e1aa227b9745c3
11.6,4,TRUE,20,31,72a512efbbc9fc4921192997288d67e08f1a3ec9e611a53c1582aab6a4bf86a78be00fb134bf1d01fe51980676881d9ef052baf9f10b2b08897476686fbc
11.7,4,TRUE,26,31,c5c9054a1e1bac510eac34b38990f7e88260fc2042d36a044534386c7b6b3cd2c023b58d22003b7d1738394567a64dc2823ff39cb5c82951b27c80e612e0
11.7,4,TRUE,30,2,71552326
11.7,1,FALSE,1,10,327ca00fe05ec71924a15f6ae0d7bfaddd1d5dd4
26.4,1,FALSE,1,10,f40bfa65fd5db5e70e96c066b190a7db550b43d6
11.6,1,FALSE,2,5,f2a3a378ec7f979dc05b
26.4,1,FALSE,2,5,5ebc7ff2725765da7d1e
11.6,1,FALSE,6,16,0ed6fe982729c9d9cb3ff710303dc9fb775aaa029538b239f9ad956e34aefd50
26.4,1,FALSE,6,16,93773d887fb15aa751c861a02aade7548422586f54691b43750fa4dffe53b634
11.6,1,FALSE,30,2,98001385
26.4,1,FALSE,30,2,c1b1c7e6
11.6,1,TRUE,2,5,0bf6ca52904080869a04
26.4,1,TRUE,2,5,9bf8374aaf4471b50dc9
11.7,1,TRUE,3,9,d9bc067e580a32f69874ec0f4a34a01506a9
26.4,1,TRUE,3,9,cdcae8cd78c5205fa20178f8885bf334aada
11.7,1,TRUE,20,5,12df59f4ebd380af34c3
26.4,1,TRUE,20,5,e7c06408d1a1a990add7
11.6,1,TRUE,30,2,321fccf9
26.4,1,TRUE,30,2,739174ae
93234.8,7,TRUE,3,32,55019cefecd1e4a659dae51a08accda3ade266b423f716d2c3b9e470ff5d721629c2612dd95b855a27f035448fe758ca8aa78c5d7062e67cccbfb219ac6b6133
26.4,7,TRUE,3,32,2006a50da2511db0d0b965343eb3d6bade9f0212aae7b9930f170a153bf7885b0679a250d3439628984ead0068be2081641bbff9242a60437cb4ab3ef80b474c
28,7,TRUE,20,31,12ddfd37ea90d20eb3b1f814c80098638f2b9dbd96f2249e108493a72d6b04ca73d75f1c2d87d9d4392411c9da06c23b4ddb11331122b16fbc51ca2b4d48
26.4,7,TRUE,20,31,abc3241a08f0beafc9b8e2a4e0989618a9b9d3b46eb3c215742afb06aa2f576b685e07624e52c61f6c34bdfb2a5768aeee64c6b06d30c2836a435e237139
27.9,7,TRUE,30,2,7e42312c
26.4,7,TRUE,30,2,7e15d05f
27.9,4,FALSE,16,9,d540124806eacaaba4fd16d6fe9dc5ee0639
11.7,4,FALSE,30,2,bdb8164d
11.7,4,TRUE,19,16,f2e95f725f39f2ca02c2678a7c83b4fc777851b18614c296fdc7164266aa4a03
11.7,4,TRUE,20,31,6d7738ccf76024a9a67f43ec5254ebc5c850cb3b3068260382581d6ab38e82d421ab11f3c6ce7092d4d8dab7580b4bea2ce933c374a3e0f5a71936fec074
11.7,4,TRUE,26,31,c696865ca1fb912a9ef6b9cb89eb4053b6b37060f73eb6c0b453a6b5474fdf46614340131568d5f3fffa0c3d55841a8bc920b8cdd42a00947ea14bf71699
11.7,4,TRUE,30,2,3e3133a8
11.7,1,FALSE,1,10,4dd8b674b09c06457ee31ec647b893be4eeff738
26.4,1,FALSE,1,10,95cb3100d1f8bf732cac72ef9f8bb763bf6e6c4e
11.7,1,FALSE,2,5,3d31a3aacff0c63d0cea
26.4,1,FALSE,2,5,f97d115f87069598139d
11.7,1,FALSE,6,16,9f095b28e07c58c69e62d466eec188694a0249b1e90a1bc664fd290c6da13440
26.4,1,FALSE,6,16,42712de43b13d0e89c7148fcf786036a8741c4c90ab1b1e3bb04259a62511dd5
11.7,1,FALSE,30,2,31b61db1
26.4,1,FALSE,30,2,dff91cbd
11.6,1,TRUE,2,5,469c21b86f6553065ff3
26.4,1,TRUE,2,5,ca3f4072057698bad915
11.7,1,TRUE,3,9,c3f42bf3aec07ec2c495d04d1bde29153396
26.4,1,TRUE,3,9,c166ea0154b8d0b428ee8d2f4fa4ffd5c60b
11.7,1,TRUE,20,5,f8f7d06082b788a066e8
26.4,1,TRUE,20,5,54f0842f35ab0738bee9
11.7,1,TRUE,30,2,e4676740
26.4,1,TRUE,30,2,3505ca8c
95349.5,7,TRUE,3,32,d49437a6d1aa1af8e48f3dd183b5a6fb0199c0d34c5acd1a30a9796749ddc5ed5c9f45237fe41617f7a21c1809c775213d5410dd65073661c5c6c6071809dcee
11.7,7,TRUE,20,31,9df4e193e152bf649a8f5adc3e488be81812a77926d6b2df3dcead6759bf01e21519ead371f12f9aa82be6b6de03408d834582e12820d2d6f380b7f6b02d
11.7,7,TRUE,30,2,46c60a9e
11.7,4,FALSE,16,9,1f92941b395de0d3c860a0af9fa6afc16805
11.7,4,FALSE,30,2,cd926245
11.6,4,TRUE,19,16,62128ff9b539000c011437911c11327b6b34641a7d62b6568c28478cb15bc174
11.6,4,TRUE,20,31,8e3bbce099843be624258fd2a3f35a07ee384965aad735cd6a2e4d2a335d8e692bb75a78441e8204217bdde2134abd1df153ac28db0affb3e19b814ebc07
11.6,4,TRUE,26,31,1b16abf162191dabf5c4394ad1d9c099a2e425676a909eb745eb5ed82710159a0eda8412e0f5189160eed9372e1b9754cb694b6b04df4696e6f22c122fbc
11.6,4,TRUE,30,2,a5741ddb
11.6,1,FALSE,1,10,64b9ef794b975ab98892fb7556c9f9e44942ba11
26.4,1,FALSE,1,10,171edb102695f570363ba2edf125105e4dc8c86b
11.7,1,FALSE,2,5,af803df2e678a92f8f5f
26.4,1,FALSE,2,5,24095fff972d615c85c0
11.7,1,FALSE,6,16,23bd58aa89208689283ed27ced91ff3463e2fe00f6ef76a4b9e334366969340f
26.4,1,FALSE,6,16,d5c553b4238304231a82adf9c841737960369e775a2508b92ddf6eb63bb7514a
11.6,1,FALSE,30,2,67eb1e7a
26.4,1,FALSE,30,2,c0697f11
11.7,1,TRUE,2,5,f22b82d55f4f80e3fe72
26.4,1,TRUE,2,5,dbf8cd6d46e8931e8aac
11.7,1,TRUE,3,9,32a155ce848b6776ccfea3b50381b9b7defd
26.4,1,TRUE,3,9,1941880742611ecc9ebc3b17f0f3cd12c75c
11.6,1,TRUE,20,5,871cd6f01d126a70404f
26.4,1,TRUE,20,5,4459903830deaa9224f8
11.6,1,TRUE,30,2,3.97E+91
26.4,1,TRUE,30,2,57135fc7
94286.7,7,TRUE,3,32,d9251fd568ac4663684d818ce658a4335a430eb152d271d77bcc477a303225d780b5cc4bb929d3e8a30692f852abe903e7611974c9c2d77144d8a919a03491d1
11.7,7,TRUE,20,31,d856e132ea60a12ae84160f41ca643224cdad2066367340f66c665b634f276c93bbdbcda6f3d5a25e58afde2707a4b379caad2b04fe85ecd7bef4acb8271
11.7,7,TRUE,30,2,42dee9d1
11.7,4,FALSE,16,9,06c74cfd47bc76bcf98efdc5bd92d96e288e
11.6,4,FALSE,30,2,dd204aee
11.6,4,TRUE,19,16,7c6019cb1a15996c6379d870c455a5187ff7e16d55d4a797614932fc1db5828b
11.6,4,TRUE,20,31,164ad222eae28b862b0da91dd0fedaafe3448cc04d9c1c4cbc085a50702207617c1219a763e93f681f2f9605f41989648278ad39aa091cfef6aa37ad357b
11.6,4,TRUE,26,31,37d560edd8c02eb11c66479e9b4820be62399b6def905c5ccbc14ff099d5446a7d3e45b1a5a9d3d00e5271c5d85edfa2e228e8a1d39a32d058bfbac0b498
11.6,4,TRUE,30,2,45873439
11.6,1,FALSE,1,10,01d5df5a88fad50d5913a1c93f90936f3555b0d5
26.5,1,FALSE,1,10,21e1239ea6220e7dbc648200be48c8aedb664386
11.7,1,FALSE,2,5,0579319c3721efa1a80a
26.4,1,FALSE,2,5,062449a27ffaf12a859f
11.7,1,FALSE,6,16,5bba002c5321c64d48558fffd7dcc803fa2e0c89a74bdfb5c8f7d6648fbc5d7d
26.4,1,FALSE,6,16,32e220072c3e22bf48ba4c92655dc39932d860de21e45436e92ebd4559940728
11.6,1,FALSE,30,2,ed10965a
26.4,1,FALSE,30,2,38d07e3f
11.6,1,TRUE,2,5,ded8257e78d7eb916578
26.4,1,TRUE,2,5,0238420ce8f2fce675d2
11.7,1,TRUE,3,9,18dd4170bb8ee9fe5d03076351d5e2d8bd43
26.4,1,TRUE,3,9,38af25091d205b2f7961f70a322c9f1922a9
11.7,1,TRUE,20,5,b615c056b5fb5544a540
26.4,1,TRUE,20,5,9bf4ff49685494c831a9
11.7,1,TRUE,30,2,346c8729
26.4,1,TRUE,30,2,bf229af4
94260.6,7,TRUE,3,32,5d1a0f7445b9e6f9143cb4622c28530d1088c5f8ee954ea2fc6616ee2763c162a5c6e3726561e639c3f03dbc51be24971849c7333701b6df5895158d5ea20860
11.7,7,TRUE,20,31,dd89797d1453daad0da982fc1e945c38266fa74dd8b854b201ae6b2423dd833aa2d4c9a70b5657b1e252c475b574395face42eaeeea8ef7b49d5a9b26b59
11.7,7,TRUE,30,2,d17e5e69
11.7,4,FALSE,16,9,6c14fea2a0dabf9e074651d55e7cbe94d4ce
11.7,4,FALSE,30,2,ce0e0b8b
11.7,4,TRUE,19,16,b2cd527aa9c96375595b3e8edc33438c2f0dfba278d86984c5679d45648764eb
11.7,4,TRUE,20,31,342fbb274292ee44871e8a6b3bdd2bcc5da3e352d5d5f3bef626dd6c38dc80c11397f45ccfcba9b13b8e942faefe9ecebd876b6681c6ddf86091eb619f64
11.7,4,TRUE,26,31,1fc73ed024b877b3840b5e8c16d69030431e4239d0ebde314f0f8bcf694366489e5d66bc5ee8c4f1ac90d4310b900d2d8596a4c20d354986b5132fafe0a2
11.6,4,TRUE,30,2,898df6c1
11.6,1,FALSE,1,10,8a57651c5e6779dce3f7ad481aae6bdc47cc2e35
26.4,1,FALSE,1,10,9fc7c96b38f4e054f6606ea01ea10b70c34520b1
11.7,1,FALSE,2,5,c708683b8534504a7f23
26.4,1,FALSE,2,5,9433d6f5dd364813c181
11.6,1,FALSE,6,16,846edc07e5bb8fbcb4d15bca398d1f34e013811c31e33d50f64b851bea7c2c8e
26.4,1,FALSE,6,16,00ac8298320dc08ac189b60abf29b4d14c3d9d3330f3a5321f33139c75f7b0b6
11.6,1,FALSE,30,2,de0914e4
26.4,1,FALSE,30,2,85256095
11.6,1,TRUE,2,5,86e48cc2dfef13e6beb7
26.4,1,TRUE,2,5,2deb161dede559f32200
11.7,1,TRUE,3,9,5c20a7560c089baf48f2c85c8ab67ddd83dc
26.4,1,TRUE,3,9,c7f33ff39ed060fb95045a98b24774f9f0b9
11.6,1,TRUE,20,5,5243b1ccec6740af5687
26.4,1,TRUE,20,5,6f34a2d0af5f4e006929
11.7,1,TRUE,30,2,b077365c
26.4,1,TRUE,30,2,6f8e0e9f
94192,7,TRUE,3,32,9e9bfe140b14d85922189b878f380b9183e23e35924d9163a48f589e1c34a79b135a442b34a692e126cccfc2bf4e253974e35f2808d93f75cc76ce2f7f42190c
11.7,7,TRUE,20,31,180bc1fa5d62803d57cf3b1d0041ba955042e30fc1e7e3345910d02949ce122bde48538356614f49ce4f63b7a533ef72407ea6c5105bb623cd457ff8aea4
11.7,7,TRUE,30,2,1f6ef581
11.7,4,FALSE,16,9,5322742b04b08fd6de0f891efa8761d90121
11.7,4,FALSE,30,2,afaac998
11.7,4,TRUE,19,16,2d34c9d8476babaef40ba533e9a7ec82082054784f98b4e40731e2a403d07bdc
11.7,4,TRUE,20,31,c3aa82161fa9ea97f2e8f4c234e9330247d68d37ab08ae7f3e2ea01c1eaa0fdf441e505e2f20c4609ef4eb5ac936c2320454360c5e7806a9cdc286ecc970
11.7,4,TRUE,26,31,f1a0a8de1ebf2e7f8364c3bdc27c495dce6247fba2152cd37a4ff5d83159b519c991e115447439625c007bf43dba93d25344533ff902b9a0bb7899ebd617
11.7,4,TRUE,30,2,97d32337
11.7,1,FALSE,1,10,ceae7af1f1aa7baa227f4a6863eaa9ba95202295
26.4,1,FALSE,1,10,bd8d9a6f0d796237a44fd819523dfecc00e3167e
11.7,1,FALSE,2,5,7bf302d13c0d4016d61c
26.4,1,FALSE,2,5,80f1a5f30b6551a856f2
11.7,1,FALSE,6,16,75eb273ca7608e5b8865272e9ef1881a34f99ad2b70e50f441447c705a1e5694
26.4,1,FALSE,6,16,c6135d09991d2049ee44fc4044aebe2d15b2c5fcd7a43c657bf6136d0c03f8f9
11.7,1,FALSE,30,2,89f1da68
26.4,1,FALSE,30,2,0c6afa80
11.7,1,TRUE,2,5,0bbefea559f66b21937f
26.4,1,TRUE,2,5,5e97c78fa56608422b30
11.6,1,TRUE,3,9,3c8ff00255f3817ac240ede4d88943434b21
26.4,1,TRUE,3,9,75c0337450c4b3ab9def2672283bf8eb42fa
11.7,1,TRUE,20,5,c5d0be68c379d50ec42c
26.4,1,TRUE,20,5,e23b83e3caa8691bafd3
11.7,1,TRUE,30,2,e97a7c45
26.4,1,TRUE,30,2,4bc82506
94276.7,7,TRUE,3,32,c05b5004b123bede84d62d8d1301f9b0de0e84511f676f208acc01fb77c832d85616472381e8ede2849846cfd8c96e17078fdb0d4475417af02a43bc529c867a
11.8,7,TRUE,20,31,1bf20fd14293d7fa3ced7dde8156bd9d6a865719c2302f26f94b0bbd2d85cf843939c6980e4d9c16c3b3becd8d02b156dc7550c61676accf612165e1eddb
11.8,7,TRUE,30,2,d547bc90
11.8,4,FALSE,16,9,abc88dd8cbee03707d55f0701381c37ad45c
11.7,4,FALSE,30,2,55b6341b
11.7,4,TRUE,19,16,2c007e876e79902445f14b1736e4bf05148a5997e304b4cbe111f7a33995b1d9
11.7,4,TRUE,20,31,d7371e91c78545034f43aa85416ace45292e8db7b8f3893470f1e73a640c4d63e2c838eee91467ccd5aa31a143b51aef38d59fb1ce4c9a0c2c0ddc10a26f
11.7,4,TRUE,26,31,5adbea7f7355b74fef5e22da0acd325e2db4f2e6c130819647644aab6488b866b55c1acde3a2702d974da6d00a2a03671997a4baffe3142e91dbadfea5ff
11.7,4,TRUE,30,2,c3737e49
11.7,1,FALSE,1,10,f204c0b5d2adc77c9ccf55fa65ead546685cd7e6
26.4,1,FALSE,1,10,7ed59152cac221d55fd21ccf864dfd454de0934d
11.7,1,FALSE,2,5,e9da1e7cec2e0bc13fb3
26.4,1,FALSE,2,5,3545a4e36a33acd68dcd
11.7,1,FALSE,6,16,e0e5cb130025a524a772823d791d416623a6523cacc864833a20397ba4db15e7
26.4,1,FALSE,6,16,4338d6318077dc055d15648c922241e54aa1d19828063a4f4506b0cc6796417d
11.7,1,FALSE,30,2,099e094b
26.4,1,FALSE,30,2,1e60433b
11.7,1,TRUE,2,5,a3c0a2f722493fa418d5
26.4,1,TRUE,2,5,56077b30b3ad74c353d4
11.6,1,TRUE,3,9,6df64492205afc248995669a1e55cbd80c32
26.4,1,TRUE,3,9,f8c46c38831de1d10c7a4346b718441eb712
11.6,1,TRUE,20,5,907e1a4398a1855351d6
26.4,1,TRUE,20,5,f8d943ffd935f816c858
11.7,1,TRUE,30,2,ce7fae44
26.4,1,TRUE,30,2,a9167bcd
94220.7,7,TRUE,3,32,fdcc9eab36a3b99318ec09a2140700466c0fa854ab5be6abae64ba09a5c27bff4529551b923d80ea51c1617ab3f8f38fd9d0d3f6be70c679b833f7ffedf18bb4
11.7,7,TRUE,20,31,1d97f4af71c6fbeca43fff12a3f8800acd3980447cffec725a249ee78f900ea93231485946b9474cef22427428900d3b627931dfddeeebcb0cae40f821b7
11.7,7,TRUE,30,2,fed4ba00
11.7,4,FALSE,16,9,16e2d45891cf6cee0aa17b7b05b09f11d82e
11.7,4,FALSE,30,2,45a6fbee
11.7,4,TRUE,19,16,5d2fe590f25dfa28d710f2e71fa761f0ed2fa0215b34d1122cb8892452f66e20
11.7,4,TRUE,20,31,8d1d57160d6420f20c2a0b5606b6973bca638bfa22e238f6397fbdcefc61aeef2df9bb358fdff5b168ce93baf5c76b77d5b8995082951099776d7df930b1
11.7,4,TRUE,26,31,a8f8e1c23106fb7d27dc27aa32e7bea7de1657b36b833ad132a2928785c6dbb10420627486c8f67a45beba164fde13d86134e7e7fede1e1987b4b461910d
11.7,4,TRUE,30,2,1c1490de
11.7,1,FALSE,1,10,1ece4aa7a596ce9dedda6e3dd405d2f3cadea618
26.4,1,FALSE,1,10,1a5aee7de6647bd02ea117502d80a9eff285ddf3
11.7,1,FALSE,2,5,1d23a636d721b5c9dd41
26.4,1,FALSE,2,5,1ea4f5426b7fdbecf8f3
11.7,1,FALSE,6,16,a704ae01cad7cd5bff5a16f7112301bb90a43382bcc629532421297d13b184df
26.4,1,FALSE,6,16,13671723402236bf5b94c80693b644745e2a3a22b61055bb2840413a77589ad0
11.6,1,FALSE,30,2,276338ad
26.4,1,FALSE,30,2,2afefcc1
11.7,1,TRUE,2,5,6a6ed85c2ef0eb4671cb
26.4,1,TRUE,2,5,13f5e37a37b0784f5e13
11.7,1,TRUE,3,9,8992c9b4bc6d3fdecb29d46a90d770e2bb1e
26.4,1,TRUE,3,9,5ac7a29c10f0866aee42a93ade61be2d2fed
11.6,1,TRUE,20,5,0f4cd66e26291880f98d
26.4,1,TRUE,20,5,933bbb49e003371a25e7
11.6,1,TRUE,30,2,8a1bc6d3
26.4,1,TRUE,30,2,699c649e
94183.6,7,TRUE,3,32,5d09fa4030c0e99619a5ba7e90e3c12d1794a08d6477087e8db9268882a79d8d8ef2a0787bb5666c1c70a2731d4691980ca984fc0acee9e93fb9db9182e6fb23
11.7,7,TRUE,20,31,0a051b8f3e6eac938e22fc34f0294eb75fea990cacf60c8fa81309bee26e2c4387cfdfec9402ed3f98dff1fbb16b245783dd5048bb49bf736fdf5f90d7c4
11.6,7,TRUE,30,2,99c9dc4c
11.7,4,FALSE,16,9,5510688889027a2c305134014971a846f3e6
11.7,4,FALSE,30,2,c1eb5cd9
11.6,4,TRUE,19,16,d991a4bd7a8dc443c39eb507d9d2fdee74c40b9fd8f85bf271f8ab9205b58456
11.6,4,TRUE,20,31,77af9cc702a2aa0c31ab842278b18f6cd0e93bf8cc6e0b7ffc9e03ce0f2d83997bf2ec68eb6c2a6aecc5d5f2c5d44ece6c809db3d455dc304200e455ee78
11.6,4,TRUE,26,31,152f4450da2cd69f22bc35f5e985cac116b999076ed8b3c4641f5c6beaee4308edb13b08fe51efb681ddd49bffd4d415e55679a022faec87e9e1718c0f4b
11.6,4,TRUE,30,2,f98e57d5
11.6,1,FALSE,1,10,d4f957300b860c058e7c0a76e982aa715c0291c5
26.4,1,FALSE,1,10,e1b8afbe90bedeab26f5425ca6ea2b2ec8c061d7
11.7,1,FALSE,2,5,05014e7bf0b4ae513ba8
26.4,1,FALSE,2,5,c85ffb1e163c10d2c0b5
11.7,1,FALSE,6,16,aeed9d91094fb2bf2876b6a0380899f4844d31d1892f5a2160048d156b94c655
26.4,1,FALSE,6,16,9dd0b4030191d020ea3792b520b22f61a232d97950406f966846e459a7303efa
11.6,1,FALSE,30,2,b331529c
26.4,1,FALSE,30,2,81e53fbb
11.7,1,TRUE,2,5,4392c3c751ca8450b450
26.4,1,TRUE,2,5,f64f26099b50af903b0e
11.7,1,TRUE,3,9,7035190db69c41f76e9fe86e7ce1ab0b3557
26.4,1,TRUE,3,9,6014ce29967cffa7b49ad922adbee8099609
11.6,1,TRUE,20,5,9b399b6996f028b3908d
26.4,1,TRUE,20,5,33a2dc25e672842eaffb
11.7,1,TRUE,30,2,2c32f61f
26.4,1,TRUE,30,2,7df96a45
94188.7,7,TRUE,3,32,ee2ee67fe674c2669d0cd817764f709fcbd80edbd4d39a56bdc085371f739066417f24c827326f7ac6a699ea4a3d8611eb1b34ad9045b3e1697d3880c11b835e
11.7,7,TRUE,20,31,be4b25f7fa8b0fd72e75d54bc61c593b3c63dc8c3ffe8973d6122ecaf19b7faeed834cca398ac7c8760d741b7621bae5b4e9e743f7f370a6d5a0c32863fb
11.7,7,TRUE,30,2,ebf9d6be
11.7,4,FALSE,16,9,d84ce3799ba53ec4faaad576b8322d65cbcd
11.7,4,FALSE,30,2,fb059e42
11.7,4,TRUE,19,16,1c04c18309c4a647150d3323ff017d8daa1c34503837d94a910112d15aa29305
11.7,4,TRUE,20,31,e24d1639b6e78594ee2726deec1b96a93124431ab2292f99fcc0cf07b372ef809ed8d7d3e5d8728569e69afd392ae91f31f218c6e87519c36d6fb9476080
11.7,4,TRUE,26,31,76b800b597ccc733066c314061c723d383caa045032664250e8dba2b04260040fa22d48318eeb583ce208eee1eab82816deeefaa8676445b6a661e6aca08
11.6,4,TRUE,30,2,bf381a12
11.6,1,FALSE,1,10,76b1d06500a083503dc67f1f4488cfef938b850a
26.4,1,FALSE,1,10,572d28ee5db9cff83ec7912f64cadda140975977
11.7,1,FALSE,2,5,d5293d304bff80de39db
26.4,1,FALSE,2,5,74acef256493a5f016f5
11.6,1,FALSE,6,16,a9ea64b86372ca29860e8abbb02e75bb2caf406d905c5b10525016a1f8e3fa8b
26.4,1,FALSE,6,16,0482598346e54d6a64a4dc410c2fdb9e05abbd7fd30910b7efcde8089b69795d
11.6,1,FALSE,30,2,ed132b73
26.4,1,FALSE,30,2,e8279f9d
11.6,1,TRUE,2,5,b11912b0ed99f79b0b95
26.4,1,TRUE,2,5,c3dba915387cd121697c
11.7,1,TRUE,3,9,879d902d3688feefd09edbddcbbb75e38078
26.4,1,TRUE,3,9,d8c3b711bcefbf754aa631d4b04c47956e84
11.7,1,TRUE,20,5,b2914a04db01963ef629
26.4,1,TRUE,20,5,64d077049f6c4c03dfa4
11.7,1,TRUE,30,2,c494bc17
26.4,1,TRUE,30,2,39ed2da7
94200.9,7,TRUE,3,32,a461f136a5cd1bb75bcb2d3adcf221b70fd7c01c7e225e89bfb014abe0f322f19df7df90441c915342540347273414a43c56d6ff548a5211b5612bf0cfa65525
11.7,7,TRUE,20,31,406f69cb3837836a9d2bc3005beb0a0a584373bd3936a7522826772ddff451f37d6eefe51a2ebd8b1154a4c9d12359d671fb1901cbd182b5030d6b30a959
11.7,7,TRUE,30,2,22d4aeb7
11.7,4,FALSE,16,9,c8bfc187cb14ce51c4babd50c30676730707
11.7,4,FALSE,30,2,dba54d2c
11.7,4,TRUE,19,16,4eddfab2d99aff952654cba1c67ef47c02264f1bbc436d0f154f82054c3cf78b
11.7,4,TRUE,20,31,40c1a21e93cf6b5f201185a0d9926b76321ce6efaff663b39788503267b9311ff330b52db77a4619198656b82e89732b8f6efca2257dc358676e11c1bcd4
11.7,4,TRUE,26,31,2a73ae23a0af83ea9e9f838d5115e4680f2cca70d25568447780078c533884014318508c090f4b1c229038c376d8bdebdef6d03061881abbc7799c5d2e6f
11.7,4,TRUE,30,2,07e16ddf
11.7,1,FALSE,1,10,3f35116b6d7f5bcf6e16dae1c66c8dca2a3cf3d8
26.4,1,FALSE,1,10,7399f12384ce0b8437a6baa1b7056262250a2121
11.7,1,FALSE,2,5,aac476563ee714dc20db
26.4,1,FALSE,2,5,542460ac3452992391fd
11.7,1,FALSE,6,16,3c30b573c4de314e4ef407fedcdb72279d3ac46be0dbedf3a61b78ae2a6fdb0d
26.4,1,FALSE,6,16,131de27c238a56a2b194faa7e2f060e45102ae96f1fd2e2e940a8c602300aa39
11.8,1,FALSE,30,2,ef9257db
26.4,1,FALSE,30,2,7e40c87a
11.7,1,TRUE,2,5,5947d43922a021bc460b
26.4,1,TRUE,2,5,d13341119e8d069ea29f
11.6,1,TRUE,3,9,406812725b77b0ab28a3245426ff770ac9c3
26.4,1,TRUE,3,9,d240216ec7f1c9af1a81319e69b97d2867f0
11.7,1,TRUE,20,5,12ad115a0d7c0ff679ca
26.4,1,TRUE,20,5,20f8bbe5ec6f9c5be857
11.7,1,TRUE,30,2,493e4855
26.4,1,TRUE,30,2,8a1d59e6
94260.7,7,TRUE,3,32,69350b69d46cb1e18dec6f1fb0336ac435f4c3f5e30b82019edc7c7f656eae8f3ee4fd245a23c44ca0c19f3e32cd9d25fed970a1a819c3c402473cf25855e688
11.7,7,TRUE,20,31,e6ec60ad95b04f8c93ecacaf59d06e4376a36a7759a99b617f735c8f939eb91f2df6c9d83dbd1b0293bc835c40f999ac88679917b4c43b189ed9717d0578
11.7,7,TRUE,30,2,4.24E+220
11.7,4,FALSE,16,9,3e1f0844de19719e80cb218e36d044652e5c
11.7,4,FALSE,30,2,df48c5d4
11.7,4,TRUE,19,16,6824c3646bcc1f6c43cd0a18bd69530fd6473742d5c8924b4d51e870c0c23f86
11.7,4,TRUE,20,31,0517b203c7798dbe4d1edd2152b7672c918432aa7d76313a0cad55a61ff2c2098c6aad9a7bf3dd3066c23376816c2973cb200f3d46fcd4392c1f7632764e
11.7,4,TRUE,26,31,de8f0ecc41c2099371b6537aaa92bafd7dc38ef464a6e45137a0f49f9d2bc015a7f6c7ec0fadaeb61eefc8210c0f3e4d3cd6ca3e78179ad8ce55fb24991b
11.7,4,TRUE,30,2,3e19088a
11.7,1,FALSE,1,10,d0201df049fd863228909ed0755521610071d80f
26.4,1,FALSE,1,10,e205aa559c896fc8e7d1a5af75420e2346ff92d0
11.7,1,FALSE,2,5,c34b6c74768998a7977c
26.4,1,FALSE,2,5,1f25ce185f75fe7cb912
11.7,1,FALSE,6,16,c3508ec595c5b40f7f574ab4e4b95199e45b5b2e0e98182d6fed983d802af40d
26.4,1,FALSE,6,16,e086993d1921eaeb86c068bb81bc67f3d81c2d7f8bcc1c04bad7c2d8c019b334
11.8,1,FALSE,30,2,91713379
26.4,1,FALSE,30,2,a1562107
11.7,1,TRUE,2,5,bd981eba3b0dfa539b0e
26.4,1,TRUE,2,5,e0ccf4cbc236026e8f30
11.6,1,TRUE,3,9,071140292c79cd09181a0da3f992742ea3be
26.4,1,TRUE,3,9,6b60402bd3be4eb4ff6cd3fc323b44df1d3d
11.6,1,TRUE,20,5,b30a99e853a41c8e66ec
26.4,1,TRUE,20,5,d420051cc7ae86ae933c
11.7,1,TRUE,30,2,6d15cbb7
26.4,1,TRUE,30,2,5af13b3f
94205.3,7,TRUE,3,32,53ebc8d39958e6d150ae428e9de51b8559d2a3b2d4f794462ba1077e7b567f10099fd818173c2f86e72b5596dfc1258c48f0084bb8a5d98ceeef21e151b5fd50
11.7,7,TRUE,20,31,3802b001268909f802730314876876f05c58d597f5d2865de728279249c0823980b905be8fb32c6b5964d5b3bb35b5e84870f18584c7d349e24df4fcb804
11.7,7,TRUE,30,2,79a917f8
11.7,4,FALSE,16,9,88fa906463e584bbf6e88533314398627ffb
11.7,4,FALSE,30,2,fd0d2832
11.7,4,TRUE,19,16,d236b7159bd07ae1605c834b6e29633028cd484e2f37d114170bb587a38399c3
11.7,4,TRUE,20,31,4d2aadd1e9b7d0ae4ca48e32a6448ce28c414e0c7112f19160e8b70f0fcdfa86d2d5ba12e2e765ae306c1e1b2d47f7c7ad974efc641b699ab612a398d692
11.7,4,TRUE,26,31,603706ee79c59023126c3660016c9d050f428933ea044a37db7af16031ae9b3de7bdbd3861096226fd534c5be6e7b1a3a6e1c5a0c97c3f671358a0901612
11.7,4,TRUE,30,2,67c78609
11.7,1,FALSE,1,10,67cf49894fbcaa1fb5009a4420de932277e8b214
26.4,1,FALSE,1,10,d65c741d31befe5ed64fdb62d1f500fb54723997
11.7,1,FALSE,2,5,4cf404065bb8b2455a76
26.4,1,FALSE,2,5,e80bf33210c7ebd04d56
11.7,1,FALSE,6,16,770945c51460cf7c373799dc2ada2adaae8620bade2711ebf5b30d6b7fccebd2
26.4,1,FALSE,6,16,0efec8c4852c67378360e9e4faf1ac04e05a477e1c507dde5d72f341e2542227
11.6,1,FALSE,30,2,52ac8801
26.4,1,FALSE,30,2,a80366aa
